product_id,name,category,price
586,Elderberry Syrup,Food - Supplements,11.99
587,Soft Plush Throw Blanket,Home,29.99
588,Spinach and Ricotta Ravioli,Food - Pasta,6.49
589,Hot Dog Buns,Food - Bakery,2.49
590,Mini Projector,Electronics,169.99
591,Pepperoni Pizza Roll-Ups,Food - Frozen Foods,5.99
592,Chocolate Hazelnut Granola,Food - Cereal,
593,Frozen Cauliflower Rice,Food - Frozen Foods,2.99
594,Brazil Nuts,Food - Nuts,10.99
595,Chicken Breasts,Food - Meat,9.99
596,Whole Grain Hamburger Buns,Food - Bakery,2.69
597,Apple Cinnamon Oatmeal,Food - Breakfast,2.89
598,Lightweight Travel Backpack,Travel,39.99
599,Peanut Butter Pretzel Nuggets,Food - Snacks,3.29
600,,Food - Snacks,3.49
601,Brussels Sprouts,Food - Produce,3.49
602,Electric Food Slicer,Kitchen,99.99
603,Cajun Seasoning,Food - Spices,1.99
604,Portable Jump Starter,Automotive,59.99
605,Himalayan Pink Salt,Food - Condiments,1.99
606,Thermostatic Shower Valve Kit,Bathroom,39.99
607,Adjustable Yoga Mat Strap,Fitness,14.99
608,Comfortable Jogger Pants,Clothing - Bottoms,29.99
609,Teriyaki Stir-Fry Sauce,Food - Condiments,3.49
610,Roasted Red Pepper Sauce,Food - Sauces,3.29
611,Silicone Ice Cube Tray,Kitchen,10.99
612,Raspberry Vanilla Greek Yogurt,Food - Dairy,3.49
613,Green Tea Matcha Powder,Food - Beverages,15.99
614,Laptop Backpack,Accessories,69.99
615,Organic Tomato Soup,Food - Canned Goods,3.79
616,Portable Laptop Table,Office,39.99
617,Lemon Garlic Shrimp,Food - Seafood,8.99
618,Portable Hand Warmer,Accessories,24.99
619,Compact Portable Grill,Outdoor,79.99
,Cabbage Slaw Mix,Food - Vegetables,2.29
621,Bamboo Memory Foam Pillow,Home,34.99
622,Chocolate Chip Energy Balls,Food - Snacks,3.99
623,Chocolate Dipped Fruit,Food - Snacks,5.99
624,Emergency Preparedness Kit,Safety,99.99
625,Premium Flashlight,Outdoor,19.99
626,Baking Soda,Food - Baking,0.99
627,Maple Cinnamon Almonds,Food - Nuts,4.29
628,Toilet Paper (12 rolls),Food - Household,8.99
629,Wireless Car Charger,Automotive,24.99
630,Portable USB-C Monitor,Electronics,199.99
631,Cinnamon Raisin Bagels,Food - Bakery,4.19
632,Patterned Knit Scarf,Clothing - Accessories,25.99
633,Zesty Garlic Hummus,Food - Snacks,3.99
634,Handmade Wooden Utensil Set,Kitchen,24.99
635,Personal Blender with Cups,Kitchen,34.99
636,Oven Mitts with Pocket,Kitchen,19.99
637,Chickpea Pasta,Food - Pasta,4.19
638,Inflatable Pool Float,Outdoor,
639,Puzzle,Toys,27.99
640,Reusable Snack Bags,Kitchen,14.99
641,Personal Security Alarm Keychain,Safety,10.99
642,Garlic Breadsticks,Food - Sides,3.49
643,Organic Blueberries,Food - Fruits,5.49
644,Oven Mitts with Pocket,Kitchen,19.99
,Organic Almonds,Food - Nuts,8.99
646,Garden Kneeler and Seat,Garden,39.99
647,,Food - Seafood,3.29
648,Dried Fruit Medley,Food - Snacks,5.49
649,Almond Butter Crunch Bar,Food - Snacks,
650,Athletic Sports Bra,Clothing - Activewear,24.99
651,Cheddar & Bacon Potato Skins,Food - Frozen,7.49
652,Classic Black Trousers,Clothing - Pants,54.99
653,Professional Chef Knife,Kitchen,89.99
654,Flavored Instant Oatmeal,Food - Breakfast,2.99
655,Travel Orthopedic Pillow,Travel,24.99
656,Artisan Flatbreads,Food - Bakery,2.99
657,Grapes (red),Food - Produce,3.49
658,Almond Joy Snack Bars,Food - Snacks,2.99
,Outdoor Mosquito Repellent Lantern,Outdoor,34.99
660,Mobile Workbench,Tools,199.99
661,Portable Speaker Stand,Audio,39.99
662,Digital Food Thermometer,Kitchen,19.99
663,Fruit and Nut Medley,Food - Snacks,5.99
664,Ramen Noodle Soup Cups,Food - Prepared Meals,1.29
665,Ceramic Cookware Set,Kitchen,179.99
666,Cranberry Lime Sparkling Water,Food - Beverages,1.5
667,Dark Chocolate Raisins,Food - Snacks,3.49
668,Legging Pants,Clothing - Activewear,34.99
669,Tennis Racket,Fitness,89.99
670,Handmade Soap Making Kit,Crafts,34.99
671,Honey Sesame Chicken Mix,Food - Frozen Meals,8.99
,Set of Measuring Spoons,Kitchen,12.99
673,,Food - Condiments,3.59
674,Beef Enchilada Casserole,Food - Prepared Meals,8.99
675,Samoas Cookie Mix,Food - Baking,5.59
,Fitness Tracker Band,Fitness,29.99
677,Peanut Butter Filled Pretzels,Food - Snacks,3.99
678,Caramelized Onion Dip,Food - Dairy,3.99
679,Italian Breadsticks,Food - Bakery,2.49
680,Couscous Mix,Food - Grains,2.49
681,Sports Windbreaker,Clothing - Outerwear,44.99
682,Mini Pretzels,Food - Snacks,2.99
683,Cheddar Cheese Crackers,Food - Snacks,2.29
684,Cinnamon Apple Sauce,Food - Canned Goods,2.49
685,Basic V-Neck T-Shirt,Clothing - Tops,19.99
686,Portable Water Filter,Outdoor,29.99
687,Caramel Apple Taffy,Food - Confectionery,1.99
688,Thai Green Curry Paste,Food - Sauces,2.49
689,Weighted Jump Rope with Counter,Fitness,14.99
690,Dark Chocolate Covered Raisins,Food - Snacks,3.99
691,Garden Tool Set,Garden,34.99
692,Snap-On Tupperware Set,Kitchen,34.99
693,Waterproof Rain Boots,Clothing - Footwear,69.99
694,Classic Cheeseburger Mix,Food - Meats,5.49
695,Habanero Hot Sauce,Food - Condiments,3.79
696,Balsamic Vinegar,Food - Condiments,4.99
697,Frozen Broccoli,Food - Frozen,2.49
698,Home Cleaning Robot,Home Appliances,
699,Pasta Maker,Kitchen,39
700,Vintage Button-Down Shirt,Clothing - Shirts,45.99
701,Wireless HDMI Transmitter,Electronics,79.99
702,Wrist Support Brace,Health,19.99
703,Garlic Breadsticks,Food - Sides,3.49
704,Portable UV Sterilizer,Health,19.99
705,Portable Ice Maker,Kitchen,199.99
706,Vegetarian Stuffed Peppers,Food - Prepared Foods,4.99
707,Samoas Cookie Mix,Food - Baking,5.59
708,Beef Sirloin Steak,Food - Meat,15.99
709,,Food - Bakery,3.49
710,Popcorn Chicken,Food - Frozen,6.49
711,Silicone Baking Cups,Kitchen,10.99
712,Camping Tent,Outdoor,79.99
713,Freestanding Wine Rack,Home,79.99
714,Car Seat Organizer,Automotive,14.99
715,Stuffed Bell Peppers,Food - Frozen Meals,5.99
716,Spicy Tuna Sushi Kit,Food - Prepared Meals,8.99
717,,Office,49.99
718,Magnetic Spice Containers,Kitchen,24.99
719,Digital Food Scale,Kitchen,
720,Collapsible Colander,Kitchen,14.99
721,Spinach Pizza Rolls,Food - Frozen Foods,4.99
722,Travel Orthopedic Pillow,Travel,24.99
723,Roasted Red Pepper Dip,Food - Snacks,3.29
724,Yoga Strap,Fitness,12.99
725,Wireless Music Receiver,Audio,19.99
726,Carrot and Celery Sticks,Food - Produce,2.99
727,,Automotive,24.99
728,Mini Fondue Set,Kitchen,34.99
729,Tomato Basil Pasta Sauce,Food - Sauces,3.99
730,Stainless Steel Water Pitcher,Kitchen,39.99
731,Electric Food Steamer,Kitchen,59.99
732,Quinoa and Kale Salad Kit,Food - Salads,5.29
733,Outdoor Portable Fire Pit,Outdoor,149.99
734,Fitness Resistance Bands,Fitness,29.99
735,Honey Mustard Chicken Breasts,Food - Meat,8.99
736,Multicolored LED Strip Lights,Home,29.99
737,Tandoori Chicken Marinade,Food - Condiments,
738,Tandoori Chicken Marinade,Food - Condiments,2.49
739,Juice Extractor,Kitchen,99.99
740,Fresh Strawberries,Food - Produce,3.99
741,LED Flashlight with Rechargeable Batteries,Outdoor,
742,Memory Foam Mattress Topper,Home,109.99
743,Ceramic Bakeware Set,Kitchen,49.99
744,Spicy Hummus,Food - Deli,3.49
745,,Garden,39.99
746,Taro Chips,Food - Snacks,3.59
747,Granola Cereal,Food - Breakfast,4.49
748,Fresh Basil Pesto,Food - Sauces,4.79
749,Casual Long Cardigan,Clothing - Outerwear,45.99
750,Frozen Fruit Medley,,5.99
751,Basketball,Sports,29.99
752,Recipe Book Stand,Kitchen,22.99
753,Honey Garlic Chicken,Food - Meat,8.49
754,Outdoor Portable Fire Pit,Outdoor,149.99
755,Solar String Lights,Outdoor,29.99
756,Vegetarian Chili,Food - Canned Goods,3.99
757,Pet Grooming Gloves,Pets,9.99
758,Vegetarian Stuffed Peppers,Food - Prepared Foods,4.99
759,LED Disco Ball Light,Home,19.99
760,LED Under Cabinet Lighting,Home,29.99
761,Crew Neck Sweater,Clothing - Sweaters,39.99
,Wireless Smart Plug,Smart Home,19.99
763,Walnut Halves,Food - Nuts,8.49
764,Feta Cheese,Food - Dairy,4.99
765,Travel Makeup Organizer,Beauty,25.99
766,Wall-Mounted Wine Rack,Home,39.99
767,,Food - Condiments,4.29
768,Pesto Genovese,Food - Condiments,6.49
769,Organic Cucumber,Food - Vegetables,
770,Garlic and Herb Rub,Food - Spices,2.29
771,Roasted Garlic,Food - Condiments,4.29
772,Italian Herb Balsamic Marinade,Food - Condiments,3.99
773,Canned Black Beans,Food - Canned Goods,1.29
774,Paint By Numbers Kit,,24.99
775,Blueberry Oatmeal Cups,Food - Breakfast,3.29
776,Outdoor Camping Hammock,Outdoor,29.99
777,Smart Water Bottle,Fitness,39.99
778,Cucumber Lime Sparkling Water,Food - Beverages,1.49
779,Set of Silicone Baking Molds,Kitchen,15.99
780,Printed Maxi Skirt,Clothing - Skirts,39.99
781,Whole Wheat Bread,Food - Bakery,2.49
782,Avocado Lime Dressing,Food - Condiments,4.29
783,Compact Electric Kettle,Kitchen,29.99
784,Mint Chocolate Chip Ice Cream,Food - Frozen Desserts,4.99
785,Denim Jacket,Clothing - Outerwear,69.99
786,LED Strip Lights Kit,Home,29.99
787,Portable Air Compressor,Automotive,44.99
788,Honey Glazed Carrots,Food - Produce,3.49
789,Maple Almond Butter,Food - Nut Butters,5.49
790,Artisan Pickles,Food - Condiments,2.49
791,Bamboo Toothbrush,Health,5.99
792,Oversized Denim Shirt,Clothing - Shirts,49.99
793,,Fitness,59.99
794,Wild Rice Pilaf,Food - Grains,3.79
795,Chocolate Chip Energy Balls,Food - Snacks,3.99
796,Stainless Steel Water Pitcher,Kitchen,39.99
797,Organic Black Rice,Food - Grains,3.59
798,Herb Seasoned Croutons,Food - Salad Toppings,2.99
799,Granola Bars,Food - Snacks,4.99
800,Sun-Dried Tomatoes,Food - Vegetables,3.99
801,Balsamic Fig Dressing,Food - Condiments,3.79
802,,Electronics,199.99
803,Portable Charger with Solar Panel,Electronics,45.99
804,Spicy Beef Taco Mix,Food - Condiments,1.99
805,Gingerbread House Kit,Food - Baking,6.99
806,LED Desk Lamp with USB Charging Port,Office,29.99
807,Kale & Quinoa Salad Mix,Food - Salads,4.49
808,Phone Screen Protector,Accessories,12.99
,Chocolate Almond Milk,Food - Dairy Alternatives,2.79
810,Savory Oats,Food - Breakfast,2.49
811,Wooden Toy Train Set,Toys,29.99
812,Honey Roasted Almonds,Food - Snacks,4.99
813,Coconut Granola,Food - Snacks,4.19
814,Foam Roller for Muscle Recovery,Fitness,29.99
815,Vegetable Stir-Fry Sauce,Food - Sauces,3.49
816,Outdoor Fire Pit,Outdoor,149.99
817,Maple Almond Yogurt,Food - Dairy,1.89
818,Cauliflower Crust Pizza,Food - Freezer,7.99
819,,Food - Bakery,3.99
820,Honey BBQ Riblets,Food - Meat,12.99
,Egg Noodles,Food - Grains,2.29
822,Maple Almond Yogurt,Food - Dairy,1.89
823,Blueberry Chia Jam,Food - Spreads,4.99
824,Smart Wi-Fi Camera,Smart Home,89.99
825,Chipotle Lime Salsa,Food - Condiments,3.99
826,Chocolate Covered Pretzels,Food - Snacks,3.29
827,Raisin Cinnamon Granola,Food - Cereals,3.79
828,Scent Diffuser Oil,Home,14.99
829,Ground Cinnamon,Food - Spices,1.99
830,Sweet Corn Fritters,Food - Frozen,4.49
831,Laptop Stand,Accessories,
832,Comfortable Jogger Pants,Clothing - Bottoms,29.99
833,Chic Jumpsuit,Clothing - Jumpsuits,89.99
834,Hummus Variety Pack,Food - Dairy,5.99
835,Cranberry Almond Biscotti,Food - Bakery,4.19
836,Chia Seed Pudding Mix,Food - Breakfast,4.19
837,Memory Card,Storage,15.99
838,Caramel Apple Chips,Food - Snacks,3.49
839,Herbal Tea Sampler Box,Food,29.99
840,Pet Hair Remover,Pets,9.99
841,Dual Function Electric Skillet,Kitchen,59.99
842,Teriyaki Beef Jerky,Food - Snacks,5.49
843,Pet First Aid Kit,Pets,29.99
844,Reusable Silicone Food Storage Bags,Kitchen,19.99
845,Graphic Sweatshirt,Clothing - Tops,34.99
846,Fresh Strawberries,Food - Produce,3.99
847,Stylish Combat Boots,Clothing - Shoes,99.99
848,Eco-Friendly Disposable Plates,Kitchen,22.99
849,Portable Hammock,Outdoor,
850,Pet Tracking Collar,Pets,59.99
851,Peanut Butter Pretzel Nuggets,Food - Snacks,3.29
852,Smart Plug,Smart Home,19.99
853,Mashed Sweet Potatoes,Food - Sides,3.99
854,Chili Lime Shrimp,Food - Seafood,
855,Grass Fed Beef Patties,Food - Meat,9.99
856,Tattoo Kit,Art Supplies,99.99
857,Sliced Cucumbers,Food - Produce,1.29
858,Instant Mashed Potatoes,Food - Sides,1.79
859,Biodegradable Trash Bags,Home,12.99
860,Throw Pillow Covers,Home,22.99
861,Dish Rack,Kitchen,24.99
862,Pumpkin Pie Spice,Food - Baking,2.99
863,Cinnamon Roll Dough,Food - Bakery,4.49
864,Almond Flour Pizza Crust,Food - Frozen Foods,7.99
865,Tahini,Food - Condiments,5.49
866,Greek Yogurt,Food - Dairy,1.99
867,Sweet Potato Chips,Food - Snacks,2.99
868,Cranberry Orange Juice,Food - Beverages,2.49
869,Shoe Organizer,Home,39.99
870,Snack Container Set,Kitchen,19.99
871,Portable Charger with Solar Panel,Electronics,45.99
872,Vegetable Lentil Soup,Food - Canned Goods,3.49
873,Classic Pumps,Clothing - Footwear,64.99
874,,Kitchen,34.99
875,Watercolor Paint Set,Art Supplies,19.99
876,Self-Inflating Camping Mattress,Outdoor,49.99
877,,Home,29.99
878,Classic Pesto Sauce,Food - Sauces,4.29
879,Electric Stool Heater,Home,29.99
880,Wall Planner,Office,19.99
881,Vegan Alfredo Sauce,Food - Sauces,4.99
882,Field Journal,Books,14.99
883,Travel Organizer,Travel,22.99
884,Vegetarian Stir Fry Sauce,Food - Condiments,2.49
885,BBQ Lentil Chips,Food - Snacks,3.49
886,Wireless Charger,Accessories,24.99
887,Sliced Avocado,Food - Produce,2.79
888,Noise Reduction Headphones,Audio,39.99
889,Spicy Hummus,Food - Deli,3.49
890,Portable Charger with Solar Panel,Electronics,45.99
891,Vegetable Broth,Food - Canned Goods,2.29
892,Microfiber Cleaning Cloth Set,Home,9.99
893,Vegetable Spring Rolls,Food - Frozen Foods,6.49
894,Thermostatic Shower Valve Kit,Bathroom,39.99
895,Wall Calendar,Home,17.99
896,Sturdy Bookends,Office,22.99
897,Teriyaki Sauce,Food - Condiments,2.99
898,Herb Drying Rack,Garden,22.99
899,Children's Musical Instrument Set,Toys,39.99
900,Cork Yoga Mat,Fitness,39.99
901,Ultra-Thin Laptop Sleeve,Accessories,19.99
902,Fashionable Fanny Pack,Clothing - Accessories,24.99
903,Teriyaki Tofu Stir-Fry,Food - Prepared Meals,7.49
904,Chic Jumpsuit,Clothing - Jumpsuits,89.99
905,,Health,49.99
906,Home Office Chair,Furniture,199.99
907,Veggie Lovers Pizza,Food - Frozen Foods,8.99
908,Multi-Cooker,Kitchen,89.99
909,Chic Jumpsuit,Clothing - Jumpsuits,89.99
910,Smartphone Holder for Car,Automotive,14.99
911,,Food - Supplements,11.99
912,Savory Pumpkin Soup,Food - Soups,3.89
,Ramen Noodle Soup Cups,Food - Prepared Meals,1.29
914,Phone Screen Protector,Accessories,12.99
915,Home Cleaning Robot,Home Appliances,249.99
916,Smoked Salmon,Food - Seafood,14.99
917,Pet Caress Brush,,12.99
918,Grass Fed Beef Patties,Food - Meat,9.99
919,Natural Fruit Snacks,Food - Snacks,3.99
920,Pecan Pie Filling,Food - Baking Goods,3.99
921,Lightweight Rain Jacket,Clothing - Outerwear,79.99
922,Sweet Potato Mash,Food - Frozen Foods,3.99
923,Frozen Acai Bowl,Food - Frozen Foods,6.49
924,Cilantro Lime Rice,Food - Grains,2.99
925,Adjustable Kitchen Broom Stand,Home,14.99
926,Reversible Comforter Set,Home,89.99
927,Mini Waffle Maker,Kitchen,24.99
928,Cold Brew Coffee Concentrate,Food - Beverages,7.99
929,Digital Bullet Journal,Apps,24.99
930,Fettuccine Alfredo Dinner Kit,Food - Prepared Meals,5.49
931,Adjustable Dog Harness,Pets,24.99
932,Portable UV Sterilizer,Health,19.99
933,Antique Style Clock,Home,39.99
934,Cotton Basic Tank,Clothing - Tops,14.99
935,Travel Mug,Kitchen,18.99
936,Electric Knife,Kitchen,39.99
937,Recipe Book Stand,Kitchen,22.99
938,Ski Goggles,Sports,49.99
939,Denim Jacket,Clothing - Outerwear,69.99
940,Wire Shelving Unit,Home,69.99
941,,Food - Sauces,3.29
942,Compact Shoe Rack,Home,34.99
943,Portable Water Filter,Outdoor,29.99
944,Mini Waffle Maker,Kitchen,24.99
945,Stylish Wireless Earbuds,Audio,59.99
946,Cinnamon Sugar Donuts,Food - Bakery,4.99
947,Decorative LED Neon Sign,Home,45.99
948,Outdoor Picnic Blanket,Outdoor,34.99
949,Vintage Button-Down Shirt,Clothing - Shirts,45.99
950,Sriracha Sauce,Food - Condiments,3.19
951,Potato Wedge Seasoning,Food - Condiments,2.49
952,Cinnamon Apple Sauce,Food - Canned Goods,2.49
953,Folding Exercise Bike,Fitness,199.99
954,Walnut Halves,Food - Nuts,8.49
955,Coconut Almond Granola,Food - Breakfast,4.99
956,Dog Collar,Pets,15.99
957,Smart WiFi Plug,Smart Home,19.99
958,Outdoor Inflatable Pool,Outdoor,149.99
959,Portable Hand Warmer,Accessories,24.99
960,Honey Mustard Pretzel Bites,Food - Snacks,3.99
961,Magnetic Curtain Tiebacks,Home,12.99
962,Dog Training Clicker,Pets,5.99
,Classic Cheeseburger Mix,Food - Meats,5.49
964,Oven-Baked Sweet Potato Fries,Food - Frozen Foods,3.99
965,Almond Joy Snack Bars,Food - Snacks,2.99
966,Pet Carrier,Pets,39.99
967,,Outdoor,24.99
968,Banana Nut Oatmeal Cups,Food - Breakfast,2.99
969,Canvas Tote Bag,Clothing - Accessories,19.99
970,Teriyaki Beef Jerky,Food - Snacks,5.49
971,Roasted Garlic Aioli,Food - Condiments,3.79
972,Herbal Tea Variety Pack,Food - Beverages,4.99
973,Caramel Sauce,Food - Condiments,3.49
974,Lentil Soup,Food - Canned Goods,2.49
975,Insulated Cooler,Outdoor,39.99
976,Sushi Roll Kit,Food - Cooking Kits,9.99
977,Gluten-Free Brownies,Food - Baking,4.99
978,Roasted Garlic Pasta Sauce,Food - Sauces,4.99
979,Couscous Mix,Food - Grains,2.49
980,Car Phone Mount,Automotive,15.99
981,Crew Neck Sweater,Clothing - Sweaters,39.99
982,Magnetic Puzzle Board,Toys,24.99
983,Vegetable Stir Fry Mix,Food - Fresh Produce,3.29
984,Insulated Lunch Bag,Kitchen,24.99
,Smart Fitness Scale,Fitness,49.99
986,Smartphone Gimbal,Electronics,89.99
987,Smartphone Projector Kit,Electronics,24.99
988,Digital Photo Frame,Home,79.99
989,Infrared Thermometer Gun,Health,29.99
990,Buffalo Sauce,Food - Condiments,2.99
991,Decorative Wall Tapestry,Home,34.99
992,Roasted Garlic,Food - Condiments,4.29
,Hot Dog Buns,Food - Bakery,2.49
994,Digital Food Scale,Kitchen,22.99
995,Wrist Support Brace,Health,19.99
996,Indian Curry Sauce,Food - Condiments,3.69
997,Buffalo Chicken Wraps,Food - Prepared Meals,5.99
998,Camera Tripod,Photography,49.99
999,Herbal Garden Starter Kit,Garden,24.99
1000,Dog Frisbee Toy,Pets,10.99
